Name,Set,Imagefile,Color,Rarity,Cost,Class,Type,Range,Attack,Support,Skill1,Skill2,Skill3,Skill4
"Tharja, Grim Stalker (P)",P01,P01-010PR_SAMPLE.png,Blue,PR,1,Dark Mage,Female/Tome,1-2,30,20,"Hex |CONT| During your turn, if you have more cards in your hand than your opponent, this unit gains +20 attack.",-,-,"|ATK SUPP| Darkness Emblem: If your opponent has 5 or more cards in their hand, your opponent chooses 1 card from their hand and sends it to the Retreat Area."
"Tiki, Divine Voice (P)",P01,P01-011PR_SAMPLE.png,Blue,PR,2,Manakete,Female/Dragonstone/Dragon,1-2,30,20,"Voice of the Divine Dragon |ACT| [Once per Turn] [Flip 2 Bonds face-down] Choose 1 card from your hand, and play it in your Bond Area.","Longevous Dragon Tribe |CONT| If you have 5 or more Bond cards, this unit gains +30 attack.",-,-
"Marth, Prince of a Fallen Land (P)",P01,P01-012PR_SAMPLE.png,Red,PR,2,Lord,Male/Sword,1,50,20,"Hero's Disposition |CONT| If you have 2 or more <Red> allies, this unit gains +10 attack.",-,-,-
"Marth, Prince in Hiding",P01,P01-013PR_SAMPLE.png,Red,PR,3(2),Lodestar,Male/Sword,1,60,20,"Heroic Prince |ACT| [Flip 2 Bonds face-down] Choose 1 enemy, and move them.","Rapier |CONT| If this unit is attacking a <Beast> or <Armored>, this unit gains +10 attack.",-,-
"Marth, Prince in Hiding (RP)",P01,P01-013PRr_SAMPLE.png,Red,PRr,3(2),Lodestar,Male/Sword,1,60,20,"Heroic Prince |ACT| [Flip 2 Bonds face-down] Choose 1 enemy, and move them.","Rapier |CONT| If this unit is attacking a <Beast> or <Armored>, this unit gains +10 attack.",-,-
"Lucina, Heiress to the Exalt's Blood (P)",P01,P01-014PR_SAMPLE.png,Blue,PR,2,Lord,Female/Sword,1,50,20,"Exalted Lineage |ACT| [Once per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit and allied ""Chrom"" gain +10 Attack. This skill may only be used If you have an allied ""Chrom"".",-,-,-
"Robin (Male), Tactician of Many Mysteries",P01,P01-015PR_SAMPLE.png,Blue,PR,2,Tactician,Male/Sword,1,50,20,"Veteran |AUTO| [Flip 2 Bonds face-down] When you deploy this unit, and if you have fewer Orbs than your opponent, you may pay the cost and if you do: Add the topmost card of your deck to your Orbs.",-,-,-
"Ike, Young Mercenary (P)",P02,P02-001PR_SAMPLE.png,Green,PR,1,Ranger,Male/Sword,1,40,20,[LvS2] Young Leader |CONT| This unit gains +10 attack. ([LvS2] comes into effect if a total of 2 or more cards are stacked with this unit.),-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Green> attacking unit's attack will destroy becomes 2."
"Corrin (Female), Princess of Hoshido (P)",P02,P02-002PR_SAMPLE.png,White,PR,1,Nohr Princess,Female/Sword,1,40,20,"Grim Yato |CONT| During your turn, if you have 1 or more of both <White> and <Black> Bond cards, this unit gains +10 attack.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <White> attacking unit's attack will destroy becomes 2."
"Bantu, Watchdog of the Dragon Princess",P02,P02-003PR_SAMPLE.png,Red,PR,2,Manakete,Male/Dragonstone/Dragon,1,30,20,"Servant of the Divine Dragon |CONT| If you have an allied ""Tiki"", this unit gains +30 attack.","Lost Stone |AUTO| [Once per Turn] At the end of this unit's combat, until the end of the turn, this unit loses -30 attack and loses the <Dragon> and <Dragonstone> affinities.",-,-
"Panne, Noble Beast Warrior",P02,P02-004PR_SAMPLE.png,Blue,PR,1,Taguel,Female/Fang/Beast,1,40,10,"Meeting of Fellows |AUTO| When this unit attacks, if you have 1 or more other <Fang> allies, then until the end of this combat, this unit gains +10 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Hinoka, First Princess of Hoshido (P)",P02,P02-005PR_SAMPLE.png,White,PR,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Princess of Hoshido |CONT| If there 2 or more <White> allies, this unit gains +10 attack.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Sakura, Young Princess of Hoshido (P)",P02,P02-006PR_SAMPLE.png,White,PR,1,Shrine Maiden,Female/Staff,-,30,20,"Bloom Festal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Sakura"" card from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Corrin (Female), Princess of Nohr (P2)",P02,P02-007PR_SAMPLE.png,Black,PR,1,Nohr Princess,Female/Sword,1,40,20,Hoshidan Heart |CONT| Also treat this unit as <White>. (This skill is only active when this card is on the Battlefield.),"Alpha Yato |CONT| During your turn, if you have 2 or more <Black> Bond cards, this unit gains +10 attack.",-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Black> attacking unit's attack will destroy becomes 2."
"Azura, Songstress of Water (P)",P02,P02-008PR_SAMPLE.png,Black,PR,1,Songstress,Female/Lance,1,30,10,"Healing Voice |ACT| [Tap this unit] Choose 1 other ally. Until the end of the turn, that ally gains +10 attack. This skill cannot be activated unless you have 2 or more face-down Bond cards.",-,-,"|ATK SUPP| Performance Emblem: If your attacking unit is <Black>, choose 1 ally with a Deployment Cost of 2 or lower, and untap them."
"Corrin (Male), Prince who Strives for the Dawn",P02,P02-009PR_SAMPLE.png,White,PR,3(2),Hoshido Noble,Male/Sword,1,60,20,"Power of Bonds |ACT| [Flip 2 Bonds face-down] Until the end of the turn, this unit gains +10 attack for every <White> ally.",-,-,-
"Corrin (Male), Prince who Strives for the Dawn (RP)",P02,P02-009PRr_SAMPLE.png,White,PRr,3(2),Hoshido Noble,Male/Sword,1,60,20,"Power of Bonds |ACT| [Flip 2 Bonds face-down] Until the end of the turn, this unit gains +10 attack for every <White> ally.",-,-,-
"Corrin (Female), Princess who Pursues the Twilight",P02,P02-010PR_SAMPLE.png,Black,PR,3(2),Nohr Noble,Female/Sword,1,60,20,"Undesirable Strike |CONT| If there are no enemies other than your opponent's Main Character, this unit gains +10 attack.",-,-,-
"Corrin (Female), Princess who Pursues the Twilight (RP)",P02,P02-010PRr_SAMPLE.png,Black,PRr,3(2),Nohr Noble,Female/Sword,1,60,20,"Undesirable Strike |CONT| If there are no enemies other than your opponent's Main Character, this unit gains +10 attack.",-,-,-
"Hinoka, Fervent Princess of Hoshido",P02,P02-011PR_SAMPLE.png,White,PR,2,Pegasus Knight,Female/Lance/Flier/Beast,1,40,30,"Cardinal Wings |AUTO| When this unit is deployed, choose 1 other ally with 30 attack or lower. Until the end of the turn, that ally gains +20 attack.",-,-,-
"Itsuki Aoi, Normal-Type Boy (P)",P03,P03-001PR_SAMPLE.png,Blue,PR,1,High Schooler,Male/Sword/Mirage,1,40,20,"Empty Wave |ACT| [Send 1 ""Chrom"" from your hand to the Retreat Area] Choose 1 enemy, and move them.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Mirage> attacking unit's attack will destroy becomes 2."
"Tsubasa Oribe, Dreaming High Schooler (P)",P03,P03-002PR_SAMPLE.png,Red,PR,1,High Schooler,Female/Lance/Mirage,1,40,20,"Aerial Dance |ACT| [Send 1 ""Caeda"" from your hand to the Retreat Area] Choose as many allies as you wish, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Oliver, Duke of Tanas",P03,P03-003PR_SAMPLE.png,Green,PR,3(2),Bishop,Male/Tome,1-2,40,20,"Guardian of Beauty |AUTO| [Flip 2 Bonds face-down] When allied ""Reyson"" or ""Leanne"" is attacked, you may pay the cost and if you do: This unit is attacked instead of that ally. (This skill only activates if this unit is in the Front Line.)","My lovely little bird! |CONT| If you have an allied ""Reyson"" or ""Leanne"", this unit gains +10 attack.",-,-
"Black Knight, Mightest of the Four Riders",P03,P03-004PR_SAMPLE.png,Green,PR,4(3),General,Male/Sword/Armored,1,70,0,"Black Nightmare |AUTO| When you deploy this unit, choose 1 non-Main Character enemy with a Deployment Cost of 2 or lower, and destroy them. Then, destroy this unit.",-,-,-
"Ike, Young Mercenary (P2)",P03,P03-005PR_SAMPLE.png,Green,PR,1,Ranger,Male/Sword,1,40,20,[LvS2] Young Leader |CONT| This unit gains +10 attack. ([LvS2] comes into effect if a total of 2 or more cards are stacked with this unit.),-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Green> attacking unit's attack will destroy becomes 2."
"Camilla, Eldest Princess of Nohr (P)",P03,P03-006PR_SAMPLE.png,Black,PR,1,Wyvern Rider,Female/Axe/Flier/Dragon,1,30,30,"Princess of Nohr |CONT| If there are 2 or more other <Black> allies, this unit gain +10 attack.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Elise, Young Princess of Nohr (P)",P03,P03-007PR_SAMPLE.png,Black,PR,1,Troubadour,Female/Staff/Beast,-,30,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Elise"" card from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Felicia, Junior Maid Mayhem (P)",P03,P03-008PR_SAMPLE.png,White,PR,3(2),Maid,Female/Knife,1-2,50,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Felicia"" card from your Retreat Area, and add it to your hand.",-,-,-
"Tsubasa Oribe, Dreaming High Schooler (P2)",P03,P03-009PR_SAMPLE.png,Red,PR,1,High Schooler,Female/Lance/Mirage,1,40,20,"Aerial Dance |ACT| [Send 1 ""Caeda"" from your hand to the Retreat Area] Choose as many allies as you wish, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Camilla, Eldest Princess of Nohr (P2)",P03,P03-010PR_SAMPLE.png,Black,PR,1,Wyvern Rider,Female/Axe/Flier/Dragon,1,30,30,"Princess of Nohr |CONT| If there are 2 or more other <Black> allies, this unit gain +10 attack.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Sakura, Young Princess of Hoshido (P2)",P03,P03-011PR_SAMPLE.png,White,PR,1,Shrine Maiden,Female/Staff,-,30,20,"Bloom Festal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Sakura"" card from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Elise, Young Princess of Nohr (P2)",P03,P03-012PR_SAMPLE.png,Black,PR,1,Troubadour,Female/Staff/Beast,-,30,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Elise"" card from your Retreat Area, and add it to your hand.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Elincia, Lost Princess",P03,P03-013PR_SAMPLE.png,Green,PR,3(2),Princess Crimea,Female/Sword/Flier/Beast,1,50,30,"White Battle Gear |CONT| During your turn, if you have 2 or more other allies who have Levelled Up, this unit gains +20 attack.",Heavens Flier |ACT| [Once Per Turn] Move this unit. This skill is only usable if this unit is untapped.,-,-
"Elincia, Lost Princess (RP)",P03,P03-013PRr_SAMPLE.png,Green,PRr,3(2),Princess Crimea,Female/Sword/Flier/Beast,1,50,30,"White Battle Gear |CONT| During your turn, if you have 2 or more other allies who have Levelled Up, this unit gains +20 attack.",Heavens Flier |ACT| [Once Per Turn] Move this unit. This skill is only usable if this unit is untapped.,-,-
"Soren, Lonely Strategist",P03,P03-014PR_SAMPLE.png,Green,PR,3(2),Sage,Male/Tome,1-2,50,20,"Ingenuity from the Shadows |AUTO| [Flip 1 Bond face-down] When your Main Character's attack destroys an enemy, you may pay the cost and if you do: Choose 1 card with the same Unit Name as your Main Character from your Retreat Area and stack it under that unit to Growth them. (A unit whose is Growthed is treated as if they are Levelled Up. If they pocess a [CCS], they are able to use it.)",-,-,-
"Azura, Lady of the Lake (P)",P03,P03-015PR_SAMPLE.png,White,PR,1,Songstress,Female/Lance,1,30,10,"Healing Descant |ACT| [Tap this unit] Choose 1 other ally. Until the end of the turn, that ally gains +10 attack. This skill may only be used if you have 2 or more face-down Bond cards.",-,-,"|ATK SUPP| Performance Emblem: If your attacking unit is <White>, choose 1 ally with a Deployment Cost of 2 or lower, and untap them."
"Azura, Surface Songstress (P2)",P03,P03-016PR_SAMPLE.png,Black,PR,1,Songstress,Female/Lance,1,30,10,"Healing Descant |ACT| [Tap this unit] Choose 1 other ally. Until the end of the turn, that ally gains +10 attack. This skill may only be used if you have 2 or more face-down Bond cards.",-,-,"|ATK SUPP| Performance Emblem: If your attacking unit is <Black>, choose 1 ally with a Deployment Cost of 2 or lower, and untap them."
"Azura, Pure Songstress",P03,P03-017PR_SAMPLE.png,White,PR,2,Songstress,Female/Lance,1,40,10,"A Guiding Voice |AUTO| When you deploy this unit, look at the top 2 cards of your Deck, and place them at the top of your Deck in any order you wish.","[US] Dance of Tranquillity |ACT| [Tap this unit] Choose 1 non-Main Character <Dragonstone> enemy. Until the end of the turn, that enemy loses -30 attack. This skill may only be used if you have 1 or more <Black> Bond cards.",-,-
"Roy, Young Lord of Pherae (P)",P04,P04-001PR_SAMPLE.png,Purple,PR,1,Lord,Male/Sword,1,40,20,-,-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Purple> attacking unit's attack will destroy becomes 2. /// |DEF SUPP| Hope Emblem: If the defending unit is <Purple>, choose 1 of your Orbs and look at its face."
"Micaiah, Silver-Haired Maiden (P)",P04,P04-002PR_SAMPLE.png,Green,PR,1,Light Mage,Female/Tome,1-2,30,20,"Healing Hands |ACT| [Tap this unit, Destroy this unit] Choose 1 ally. Until the end of your opponent's next turn, that ally gains +10 attack.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Matthis, Considerate Brother",P04,P04-003PR_SAMPLE.png,Red,PR,1,Cavalier,Male/Lance/Beast,1,40,10,"Don't touch my sister! |CONT| If this unit is attacking ""Julian"", this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Miriel, Challenger of the Depths of Wisdom",P04,P04-004PR_SAMPLE.png,Blue,PR,3(2),Dark Knight,Female/Tome,1-2,50,20,"Sage of Arcane Circles |ACT| [Tap 4 other <Tome> allies] Until the end of the turn, this unit gains +100 attack.",-,-,-
"Tsubasa Oribe, High School Dreamer  (P3)",P04,P04-005PR_SAMPLE.png,Red,PR,1,High School Girl,Female/Lance/Mirage,1,40,20,"Aerial Dance |ACT| [Send 1 ""Caeda"" from your hand to the Retreat Area] Choose as many allies as you wish, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Catria, Swift Whitewing (P)",P04,P04-006PR_SAMPLE.png,Red,PR,2,Pegasus Knight,Female/Lance/Flier/Beast,1,40,30,"Catria's Spear |ACT| [Tap this unit, Tap 1 allied ""Palla"" or ""Est""] Choose 1 other <Flier> ally. Until the end of the turn, that ally acquires range 1-2.",-,-,-
"Itsuki Aoi, Normal Boy (P2)",P04,P04-007PR_SAMPLE.png,Blue,PR,1,High School Boy,Male/Sword/Mirage,1,40,20,"Void Wave |ACT| [Send 1 ""Chrom"" from your hand to the Retreat Area] Choose 1 enemy, and move them.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Mirage> attacking unit's attack will destroy becomes 2."
"Severa, Hesitant Blade (P)",P04,P04-008PR_SAMPLE.png,Blue,PR,1,Mercenary,Female/Sword,1,40,10,"Prideful Girl |AUTO| When an other ally performs a Critical Hit, then until the end of the turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Marth, Prince of the Alliance",P04,P04-009PR_SAMPLE.png,Red,PR,2,Lord,Male/Sword,1,50,20,"Prince Exploring the Battlefield |AUTO| When this unit is deployed, you may choose an enemy cost 2 or lower unit and move it.","Rapier |CONT| If this unit is attacking a <Beast> or <Armored>, this unit gains +10 attack.",-,-
"Marth, Prince of the Alliance (RP)",P04,P04-009PRr_SAMPLE.png,Red,PRr,2,Lord,Male/Sword,1,50,20,"Prince Exploring the Battlefield |AUTO| When this unit is deployed, you may choose an enemy cost 2 or lower unit and move it.","Rapier |CONT| If this unit is attacking a <Beast> or <Armored>, this unit gains +10 attack.",-,-
"Lucina, Falchion's Heiress ",P04,P04-010PR_SAMPLE.png,Blue,PR,2,Lord,Female/Sword,1,50,20,"Princess of the Future |AUTO| When this unit is deployed, until the end of the turn, other Class Changed allies gain +10 attack.","Parallel Falchion |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.",-,-
"Itsuki Aoi, Passionate Background Entertainer",P04,P04-011PR_SAMPLE.png,Blue,PR,3(2),Mirage Master,Male/Sword/Mirage,1,60,20,"Fatal Sword |ACT| [Once per Turn] [Send 1 <Mirage> card from your hand to the Retreat Area] Choose 1 non-Main Character enemy with a Deployment Cost of 2 or lower, and destroy them. If the discarded card has a [CF] skill, you may deploy that card instead of sending it to your Retreat Area.","Dragonbane |CONT| If this unit is attacking a <Dragon>, this unit gains +20 attack.",-,-
"Sigurd, Paladin of Grannvale (P)",P05,P05-001PR_SAMPLE.png,Yellow,PR,3(2),Knight Lord,Male/Sword/Beast,1,60,20,"[BS] Bloodline of Baldr |ACT| [Flip this card face down] Choose 1 allied ""Sigurd"" or ""Seliph"". Until the end of the turn, that unit gains +50 attack. (|BOND| can only be used if this card is face-up in the Bond Area.)",-,-,-
"Xander, Nohr's Strongest Knight (P)",P05,P05-002PR_SAMPLE.png,Black,PR,3(2),Paladin,Male/Sword/Beast,1,60,10,"Black Leadership |AUTO| [Flip 2 Bonds face-down] Each time this unit or an other ally is destroyed, you may pay the cost and if you do: Until the end of the turn, all allies gain +10 attack.","Dark Blade: Siegfried |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-2.",-,-
"Merlinus, Pherae Official",P05,P05-003PR_SAMPLE.png,Purple,PR,2,Transporter,Male,-,10,10,Noncombatant |CONT| This unit cannot attack or evade.,"Tch, time to withdraw! |CONT| When this unit is destroyed by an enemy's attack, return this card to your hand instead of sending it to the Retreat Area.",-,-
"Ilyana, Mysterious Stomach",P05,P05-004PR_SAMPLE.png,Green,PR,1,Thunder Mage,Female/Tome,1-2,30,20,"Voracious Appetite |ACT| [Send 1 non-""Ilyana"" card from your hand to the Retreat Area] Until the end of the turn, this unit gains +10 attack.","I'm Full. |CONT| |CONT| If ""Voracious Appetite"" has been used 7 or more times this turn, this unit may attack enemies in the Back Line regardless of range and the number of Orbs this unit’s attack will destroy becomes 2.",-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Tormod, Plucky Freedom Fighter (P)",P05,P05-005PR_SAMPLE.png,Green,PR,1,Fire Mage,Male/Tome,1-2,30,20,"Firewalk |AUTO| After this unit attacks and if this unit is in the Front Line, you may move this unit.",-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Lilina, Lady of Ostia (P)",P05,P05-006PR_SAMPLE.png,Purple,PR,1,Mage,Female/Tome,1-2,30,20,-,-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area. /// |DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Micaiah, Silver-Haired Maiden (P2)",P05,P05-007PR_SAMPLE.png,Green,PR,1,Light Mage,Female/Tome,1-2,30,20,"Healing Hands |ACT| [Tap this unit, Destroy this unit] Choose 1 ally. Until the end of your opponent's next turn, that ally gains +10 attack.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Sophia, Prophet of the Hidden Village (P)",P05,P05-008PR_SAMPLE.png,Purple,PR,1,Shaman,Female/Tome,1-2,30,20,"Prophecy |ACT| [Tap this unit] Look at the top card of your deck, and you may send it to your Retreat Area.",-,-,"|ATK SUPP| Darkness Emblem: If your opponent has 5 or more cards in their hand, your opponent chooses 1 card from their hand and sends it to the Retreat Area."
"Corrin (Female), Princess of Hoshido (P2)",P05,P05-009PR_SAMPLE.png,White,PR,1,Nohr Princess,Female/Sword,1,40,20,"Grim Yato |CONT| During your turn, if you have 1 or more of both <White> and <Black> Bond cards, this unit gains +10 attack.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <White> attacking unit's attack will destroy becomes 2."
"Corrin (Male), Prince of Nohr (P2)",P05,P05-010PR_SAMPLE.png,Black,PR,1,Nohr Prince,Male/Sword,1,40,20,"Alpha Yato |CONT| During your turn, if you have 1 or more of both <White> and <Black> Bond cards, this unit gains +10 attack.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Black> attacking unit's attack will destroy becomes 2."
"Felicia, Hardworking Maid",P05,P05-011PR_SAMPLE.png,White,PR,3(2),Maid,Female/Knife,1-2,50,20,"Didn't see that coming, did'ja! |ACT| [Tap your Main Character] Choose 1 enemy in the Back Line, and move them.","Let me! |ACT| [Tap your Main Character] Until the end of the turn, this unit gains +20 attack.",-,-
"Felicia, Hardworking Maid (RP)",P05,P05-011PRr_SAMPLE.png,White,PRr,3(2),Maid,Female/Knife,1-2,50,20,"Didn't see that coming, did'ja! |ACT| [Tap your Main Character] Choose 1 enemy in the Back Line, and move them.","Let me! |ACT| [Tap your Main Character] Until the end of the turn, this unit gains +20 attack.",-,-
"Flora, Skillfully Attentive Maid",P05,P05-012PR_SAMPLE.png,Black,PR,3(2),Maid,Female/Knife,1-2,50,20,Please don't slip. |ACT| [Tap this unit] Move your Main Character.,"Let me assist you. |ACT| [Tap this unit] Until the end of the turn, your Main Character gains +10 attack.",-,-
"Flora, Skillfully Attentive Maid (RP)",P05,P05-012PRr_SAMPLE.png,Black,PRr,3(2),Maid,Female/Knife,1-2,50,20,Please don't slip. |ACT| [Tap this unit] Move your Main Character.,"Let me assist you. |ACT| [Tap this unit] Until the end of the turn, your Main Character gains +10 attack.",-,-
"Roy, Leader of the Pherae Army",P05,P05-013PR_SAMPLE.png,Purple,PR,2,Lord,Male/Sword,1,50,20,"Tactics of Unity |AUTO| During your turn, when this unit is supported by a card with a Support Skill, choose 1 enemy in the Back Line, and you may move them. (This skill activates before your Support Skill).","Rapier |CONT| If this unit is attacking a <Beast> or <Armored>, this unit gains +10 attack.",-,-
"Lilina, Princess of Ostia",P05,P05-014PR_SAMPLE.png,Purple,PR,2,Mage,Female/Tome,1-2,40,20,"Hidden Flame |CONT| During your turn, if you have 2 or more other allies with Support Skills, this unit gains +20 attack.",-,-,"|DEF SUPP| Talented Princess's Magic: Draw 1 card. Then, choose 1 card from your hand and send it to the Retreat Area."
"Lilina, Princess of Ostia (RP)",P05,P05-014PRr_SAMPLE.png,Purple,PRr,2,Mage,Female/Tome,1-2,40,20,"Hidden Flame |CONT| During your turn, if you have 2 or more other allies with Support Skills, this unit gains +20 attack.",-,-,"|DEF SUPP| Talented Princess's Magic: Draw 1 card. Then, choose 1 card from your hand and send it to the Retreat Area."
"Micaiah, Maiden of the Dawn Brigade",P05,P05-015PR_SAMPLE.png,Green,PR,2,Light Mage,Female/Tome,1-2,40,20,Unyielding Hope |AUTO| When this unit is deployed and if you have an ally with a Deployment Cost of 5 or higher: Draw 1 card.,"Pulsing Light |AUTO| [Once per Turn] When an other ally is Growthed or Levelled Up, then until the end of the turn, this unit gains +20 attack.",-,-
"Eliwood, Marquess Pherae's Son (P)",P06,P06-001PR_SAMPLE.png,Purple,PR,1,Lord,Male/Sword,1,40,20,-,-,-,"|ATK/DEF SUPP| Courage Emblem: If your combat unit is <Purple>, draw 1 card. Choose 1 card from your hand and place it on top of your deck."
"Ryoma, Master Swordsman of Hoshido (P)",P06,P06-002PR_SAMPLE.png,White,PR,3(2),Swordmaster,Male/Sword,1,60,10,"White Light Army |AUTO| [Flip 2 Bonds face-down] Each time this unit or an other ally is deployed, you may pay the cost and if you do: Until the end of the turn, all your allies gain +10 attack.","Divine Sword: Raijinto |ACT| [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-2.",-,-
"Arden, Sturdy! Strong! Slow!",P06,P06-003PR_SAMPLE.png,Yellow,PR,3(2),General,Male/Sword/Armored,1,50,10,"Sturdy!! |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.","Strong!! |CONT| During your turn, this unit gains +20 attack.","Slow!! |CONT| During your turn, this unit cannot move at all.",-
"Charlotte, Wedding Belle",P06,P06-004PR_SAMPLE.png,Black,PR,3(2),Berserker,Female/Axe,1,50,10,"Bride's Expertise |CONT| During your turn, this unit gains +20 attack.","Marry me! |AUTO| [Flip 2 Bonds face-down] When this unit's attack destroys an enemy, you may pay the cost and if you do: choose 1 <Male> card with a Deployment Cost of 4 or higher from your Retreat Area, and add it to your hand.",-,-
"Deirdre, Maiden of the Spirit Forest (P)",P06,P06-005PR_SAMPLE.png,Yellow,PR,1,Priestess,Female/Tome,1-2,30,20,"Threshold of Fate |AUTO| When this unit is deployed, you may choose 1 card from your Retreat Area, and add it to your Bond Area. If you do, choose 1 of your face-up Bond cards, and send it to the Retreat Area.",-,-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Ayra, Princess of Isaach (P)",P06,P06-006PR_SAMPLE.png,Yellow,PR,1,Sword Fighter,Female/Sword,1,40,10,"Pulsing Edge |AUTO| Each time this unit is untapped, until the end of the turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Leo, Dark Magic Prodigy (P)",P06,P06-007PR_SAMPLE.png,Black,PR,1,Dark Knight,Male/Tome,1-2,30,20,"Doors of Death |AUTO| When this unit's attack destroys an enemy, you may choose 1 of your Orbs and flip it face-up.",-,-,"|ATK SUPP| Darkness Emblem: If your opponent has 5 or more cards in their hand, your opponent chooses 1 card from their hand and sends it to the Retreat Area."
"Felicia, Refreshing Ice Sister (P)",P06,P06-008PR_SAMPLE.png,Black,PR,1,Troubadour,Female/Staff/Beast,-,30,20,Knife Training |SPEC| This card gains <Knife> and range 1-2.,"Ice Sisters |CONT| If this unit is being supported by ""Flora"", this unit gains +20 attack.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Sigurd, Hero of Grannvale",P06,P06-009PR_SAMPLE.png,Yellow,PR,3(2),Knight Lord,Male/Sword/Beast,1,60,20,"Honorable Knight |CONT| During your turn, this unit gains +10 attack for each of your Bond cards with a Bond Skill.",-,-,-
"Ayra, Unparallelled Astra",P06,P06-010PR_SAMPLE.png,Yellow,PR,3(2),Swordmaster,Female/Sword,1,60,10,Astrum |ACT| [Flip 3 Bonds face-down] Untap this unit.,-,-,-
"Eldigan, Young King of Nordion",P06,P06-011PR_SAMPLE.png,Yellow,PR,3(2),Paladin,Male/Sword/Beast,1,60,10,"[BS] Darkness-Cleaving Blade |ACT| [Flip this card face down] Choose 1 of your Bond cards, and add it to your hand. (|BOND| can only be used if this card is face-up in the Bond Area.)",-,-,-
